w_out,LCOH,LCOH_i
570.5946788,0.119912332,2.566310631
875.1292569,0.070010148,1.498326177
240.3531913,0.257654826,5.514214473
1739.053528,0.036895586,0.789622994
3034.351686,0.009338722,0.199863203
3945.919198,0.008855497,0.189521435
641.8336093,0.040756261,0.872247448
2263.221752,0.025231658,0.539996777
2786.365599,0.022144144,0.473919161
1577.631971,0.040450135,0.865695882
570.7196365,0.130981358,2.803205026
1605.847526,0.030642789,0.655803401
2237.03147,0.017497557,0.37447497
443.511444,0.040989246,0.877233681
1908.852475,0.050975307,1.090950946
2539.590984,0.025700888,0.550039024
4085.972906,0.018577264,0.397582388
5556.177513,0.012397944,0.265335311
1007.505831,0.092296566,1.975290224
2441.491176,0.029678195,0.635159585
2036.167444,0.024156069,0.516977498
2898.223766,0.028528707,0.610558757
2060.245533,0.049053347,1.049818016
2005.839611,0.01721363,0.368398494
2580.85006,0.019623443,0.419972231
1340.042694,0.042924684,0.918655087
1434.737584,0.070555043,1.509987788
285.2589615,0.127720401,2.733415464
819.0360971,0.059936704,1.282738791
3886.374135,0.016853324,0.360687378
1584.463453,0.044699879,0.956647023
1338.888048,0.017932462,0.383782606
5921.65034,0.008847599,0.18935239
2418.249455,0.022126154,0.473534152
1959.797836,0.025659894,0.549161693
2776.811035,0.027369664,0.585753438
1847.359793,0.031323463,0.67037088
2532.132485,0.024510047,0.524553163
6692.201475,0.009995665,0.213922788
2585.013389,0.022113027,0.473253203
1278.845272,0.036769899,0.786933099
2379.495764,0.034917951,0.747298527
3095.111304,0.029999321,0.642032193
1499.091119,0.061270571,1.311285625
3307.699129,0.013901602,0.297515934
582.7366947,0.038669833,0.82759464
1233.819557,0.021647524,0.463290731
1428.211177,0.018057382,0.386456098
2022.800056,0.012893003,0.275930345
439.1066956,0.045622309,0.976388461
796.3158092,0.04339291,0.928675854
3669.981157,0.01809094,0.387174283
851.9811726,0.019153813,0.409921418
1594.061388,0.033627759,0.719686411
1647.161634,0.04159122,0.890116873
848.3796622,0.019679946,0.421181497
1323.334162,0.053470292,1.14434751
5459.29981,0.018511655,0.396178251
568.8543561,0.058087238,1.24315735
3100.989863,0.016123676,0.345071765
4970.526969,0.011425809,0.244530111
486.5258273,0.122015853,2.611329248
2296.162566,0.02845591,0.609000781
371.3554821,0.045776802,0.979694855
1599.18393,0.054229559,1.160597008
2849.941967,0.01608988,0.344348492
3826.836459,0.009243338,0.197821836
2824.980532,0.022519315,0.481948397
1308.959576,0.054211106,1.160202084
1407.375653,0.027657559,0.59191483
346.6042188,0.09292421,1.988722795
1039.906212,0.029674081,0.635071543
387.2010549,0.079863339,1.709199816
1700.548042,0.051197234,1.095700525
3373.174993,0.026745455,0.572394388
5294.5637,0.012798503,0.273907888
1997.150856,0.022277305,0.476769011
4068.606909,0.008930179,0.191119734
2884.353848,0.026770039,0.572920513
538.1110962,0.089551018,1.91653123
3629.870383,0.019541382,0.418216005
3782.473095,0.017849391,0.382004769
85.21338827,0.17316025,3.705898994
1057.623185,0.060395953,1.292567442
849.297154,0.048382261,1.035455717
2480.290059,0.015240807,0.326177007
681.8805761,0.030551735,0.65385471
1666.250293,0.015644587,0.334818513
1304.661749,0.050704676,1.085159027
